UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,,
LARCENY,201690346,6/17/2020,55 HILLIARD ST SE,604,Sweet Auburn,M,33.75286,-84.37718,,
LARCENY,201690370,6/17/2020,4706 GREENBRIAR TRL SW,412,Greenbriar Village,P,33.70471,-84.54132,,
LARCENY,201690372,6/17/2020,1084 HOWELL MILL RD NW,501,Home Park,E,33.78477,-84.41324,,
AUTO THEFT,201690373,6/17/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,,
ROBBERY,201690424,6/17/2020,470 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70532,-84.35959,,
LARCENY,201690432,6/17/2020,852 STRATUM WAY SE,605,Grant Park,W,33.73056,-84.36331,,
LARCENY,201690438,6/17/2020,950 W PEACHTREE ST NW,503,Midtown,E,33.78095,-84.38772,,
LARCENY,201690463,6/17/2020,4161 CAMPBELLTON RD SW,412,Ben Hill Terrace,P,33.69578,-84.52445,,
AUTO THEFT,201690470,6/17/2020,220 PHARR RD,206,Garden Hills,B,33.83705,-84.38143,,
AUTO THEFT,201690474,6/17/2020,92 ROSAIRE PL NW,204,Cross Creek,C,33.819,-84.42854,,
LARCENY,201690483,6/17/2020,3150 ROSWELL RD NW,206,South Tuxedo Park,B,33.84097,-84.37929,,
LARCENY,201690518,6/17/2020,1888 PEACHTREE RD NW,207,Ardmore,E,33.80648,-84.39432,,
LARCENY,201690533,6/17/2020,1255 CAROLINE ST NE,609,Edgewood,O,33.75789,-84.34741,,
LARCENY,201690555,6/17/2020,426 TRABERT AVE NW,207,Loring Heights,E,33.79407,-84.40169,,
LARCENY,201690556,6/17/2020,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,,
AUTO THEFT,201690575,6/17/2020,1175 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80141,-84.42644,,
LARCENY,201690583,6/17/2020,2193 PEACHTREE RD NE,211,,E,33.81411,-84.39144,,
LARCENY,201690589,6/17/2020,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,,
LARCENY,201690605,6/17/2020,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,,
LARCENY,201680011,6/16/2020,180 JACKSON ST NE @ATLANTA OVERLOOK AP,604,Sweet Auburn,M,33.75929,-84.37628,,
AUTO THEFT,201680084,6/16/2020,1381 KIMBERLY WAY SW,412,Ashley Courts,P,33.71745,-84.52265,,
AUTO THEFT,201680143,6/16/2020,3580 CAMPBELLTON RD,413,Rue Royal,P,33.68474,-84.50607,,
AUTO THEFT,201680184,6/16/2020,3620 MLK JR DR SW,407,Adamsville,H,33.76038,-84.50699,,
LARCENY,201680191,6/16/2020,1150 ASTOR AVE SW,306,Sylvan Hills,X,33.70137,-84.42678,,
AUTO THEFT,201680241,6/16/2020,1790 HOWELL MILL RD NW,204,Underwood Hills,D,33.80352,-84.41455,,
AUTO THEFT,201680278,6/16/2020,822 DIXIE AVE NE,602,Inman Park,N,33.75685,-84.36076,,
BURGLARY,201680294,6/16/2020,1827 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70458,-84.3813,,
AUTO THEFT,201680307,6/16/2020,525 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.76819,-84.36763,,
AUTO THEFT,201680308,6/16/2020,1574 CARROLL DR NW,103,Hills Park,D,33.80224,-84.43929,,
LARCENY,201680310,6/16/2020,1450 MARIETTA BLVD NW,103,Hills Park,D,33.79524,-84.43288,,
LARCENY,201680327,6/16/2020,705 UPTON RD NW,205,Channing Valley,C,33.8049,-84.41094,,
LARCENY,201680392,6/16/2020,1312 MCLENDON AVE NE,608,Candler Park,N,33.76513,-84.34457,,
LARCENY,201680480,6/16/2020,2045 GRAHAM CIR SE,612,East Atlanta,W,33.72709,-84.32251,,
AUTO THEFT,201680489,6/16/2020,1111 WESTVIEW DR SW,104,Ashview Heights,T,33.74717,-84.42375,,
LARCENY,201680505,6/16/2020,3391 PEACHTREE RD NE @SWISS HOTEL,210,Lenox,B,33.84886,-84.36517,,
LARCENY,201680513,6/16/2020,3535 PEACHTREE RD NE @TARGET - PEACHTREE,210,Lenox,B,33.85182,-84.3595,,
LARCENY,201680522,6/16/2020,237 PEACHTREE ST SW,512,Downtown,M,33.74826,-84.39597,,
LARCENY,201680590,6/16/2020,2210 BAKER TER NW,109,Center Hill,J,33.77096,-84.45996,,
LARCENY,201680693,6/16/2020,1073 PEEPLES ST SW,402,Oakland City,S,33.72592,-84.42454,,
LARCENY,201680701,6/16/2020,103 W PACES FERRY RD NW,206,South Tuxedo Park,B,33.84149,-84.38368,,
LARCENY,201680708,6/16/2020,725 CASPLAN ST SW,306,Sylvan Hills,X,33.70621,-84.41184,,
LARCENY,201680734,6/16/2020,1184 SPRING ST. NW.,502,Midtown,E,33.78697,-84.38959,,
LARCENY,201680783,6/16/2020,1106 W MARIETTA ST NW,106,Knight Park/Howell Station,K,33.78507,-84.42347,,
LARCENY,201680789,6/16/2020,101 CENTENNIAL OLYMPIC P DR NW,507,Downtown,M,33.75627,-84.39634,,
AGG ASSAULT,201680797,6/16/2020,1639 NEWTON AVE SE,612,East Atlanta,W,33.73776,-84.33412,,
AUTO THEFT,201680817,6/16/2020,887 DRUMMOND ST SW,101,Atlanta University Center,T,33.75298,-84.41676,,
AUTO THEFT,201680822,6/16/2020,400 17TH ST NW,501,Atlantic Station,E,33.78959,-84.40165,,
LARCENY,201680880,6/16/2020,325 CENTENNIAL OLYMPIC DR NW,508,Downtown,M,33.76354,-84.39183,,
LARCENY,201680887,6/16/2020,441 16TH ST NW,501,Atlantic Station,E,33.78874,-84.40468,,
LARCENY,201680946,6/16/2020,2848 LENOX RD NE,210,Pine Hills,B,33.83197,-84.35754,,
LARCENY,201680965,6/16/2020,299 N HIGHLAND AVE NE,602,Inman Park,N,33.76267,-84.35835,,
LARCENY,201680970,6/16/2020,1341 METROPOLITAN PKWY SW,301,Capitol View,X,33.71805,-84.40809,,
LARCENY,201680985,6/16/2020,2240 PEACHTREE RD NW,205,,C,33.81559,-84.39129,,
LARCENY,201681011,6/16/2020,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082,,
LARCENY,201681022,6/16/2020,612 LEE ST SW,401,West End,T,33.74057,-84.4168,,
LARCENY,201681039,6/16/2020,300 TED TURNER DR NW,508,Downtown,M,33.76273,-84.38912,,
AUTO THEFT,201681052,6/16/2020,685 11TH ST NW,501,Home Park,E,33.78332,-84.40974,,
LARCENY,201681059,6/16/2020,95 MARTIN L KING JR DR SW,511,Downtown,M,33.75161,-84.39112,,
LARCENY,201681081,6/16/2020,2020 BOLTON RD NW,103,Riverside,D,33.81125,-84.47594,,
AGG ASSAULT,201681123,6/16/2020,2909 CAMPBELLTON RD SW @CASCADE PINES APTS,409,Southwest,R,33.69872,-84.48418,,
LARCENY,201681126,6/16/2020,262 PHARR RD ,206,Garden Hills,B,33.83668,-84.3788,,
AGG ASSAULT,201681159,6/16/2020,999 CYPRESS ST NE,503,Midtown,E,33.78027,-84.38552,,
LARCENY,201681183,6/16/2020,3450 CASCADE RD SW,406,,I,33.72265,-84.50091,,
LARCENY,201681207,6/16/2020,287 ELIZABETH ST NE,602,Inman Park,N,33.76233,-84.35772,,
ROBBERY,201681215,6/16/2020,3000 STONE HOGAN CONN SW @GREENBRIAR COMMONS,411,Greenbriar,R,33.67356,-84.4964,,
BURGLARY,201670050,6/15/2020,969 PALMETTO AVE SW,104,Ashview Heights,T,33.75199,-84.41928,,
BURGLARY,201670075,6/15/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,,
LARCENY,201670160,6/15/2020,39 JESSE HILL JR DR,510,Downtown,M,33.75369,-84.38103,,
BURGLARY,201670174,6/15/2020,1245 GLENWOOD AVE SE,612,East Atlanta,W,33.74006,-84.3466,,
BURGLARY,201670213,6/15/2020,842 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73815,-84.41521,,
AGG ASSAULT,201670218,6/15/2020,516 LEE ST SW,401,West End,T,33.74087,-84.41346,,
BURGLARY,201670271,6/15/2020,520 DECATUR ST SE,604,Old Fourth Ward,M,33.75201,-84.37073,,
ROBBERY,201670293,6/15/2020,343 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.74569,-84.41786,,
LARCENY,201670304,6/15/2020,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,,
LARCENY,201670309,6/15/2020,2965 PEACHTREE RD NE,206,Garden Hills,B,33.83588,-84.38133,,
LARCENY,201670324,6/15/2020,106 BAKER ST NE,509,Downtown,M,33.76246,-84.38386,,
LARCENY,201670346,6/15/2020,49 KROG ST NE,602,Inman Park,N,33.75539,-84.36397,,
AUTO THEFT,201670358,6/15/2020,2280 BOULEVARD GRANADA SW,409,Adams Park,R,33.71923,-84.46373,,
BURGLARY,201670360,6/15/2020,3790 BROWNS MILL RD SW,313,Blair Villa/Poole Creek,Z,33.65463,-84.39163,,
LARCENY,201670365,6/15/2020,260 UNIVERSITY AVE,305,Pittsburgh,V,33.72136,-84.39654,,
BURGLARY,201670377,6/15/2020,3315 JONESBORO RD SE,312,Orchard Knob,Z,33.66395,-84.37408,,
LARCENY,201670385,6/15/2020,1040 HUFF RD NW,103,Blandtown,D,33.78868,-84.42207,,
AUTO THEFT,201670405,6/15/2020,578 SPRINGSIDE DR SE,312,Rosedale Heights,Z,33.67669,-84.36998,,
HOMICIDE,201670440,6/15/2020,400 PRYOR ST SW,303,Mechanicsville,V,33.74365,-84.39437,,
LARCENY,201670479,6/15/2020,98 CONE ST NW,508,Downtown,M,33.75746,-84.3911,,
LARCENY,201670492,6/15/2020,167 PEACHTREE ST SW,512,Downtown,M,33.75027,-84.39389,,
AUTO THEFT,201670498,6/15/2020,349 CAMERON ST SE,606,Grant Park,W,33.745,-84.36544,,
LARCENY,201670506,6/15/2020,3012 FORREST PARK ROAD,313,South River Gardens,Z,33.6721,-84.35635,,
AUTO THEFT,201670527,6/15/2020,1043 WASHITA AVE NE,602,Inman Park,N,33.76408,-84.35364,,
BURGLARY,201670557,6/15/2020,1371 KIMBERLY WAY SW,412,Ashley Courts,P,33.71771,-84.52315,,
AGG ASSAULT,201670586,6/15/2020,846 FLAT SHOALS WAY SE,612,East Atlanta,W,33.73133,-84.33062,,
LARCENY,201670587,6/15/2020,227 CARLYLE PARK DR NE,609,Edgewood,O,33.76073,-84.33718,,
BURGLARY,201670593,6/15/2020,1789 SHIRLEY STREET SW,404,Westwood Terrace,I,33.73561,-84.45075,,
BURGLARY,201670618,6/15/2020,786 CLEVELAND AVE SW,311,Hammond Park,X,33.68069,-84.41464,,
LARCENY,201670622,6/15/2020,2505 FORREST PARK RD SE,308,Leila Valley,Z,33.68608,-84.36054,,
ROBBERY,201670630,6/15/2020,1553 WILLOWBROOK DR SW,408,Venetian Hills,S,33.71324,-84.44713,,
ROBBERY,201670646,6/15/2020,3895 MELVIN DR SW @MELVIN DRIVE PARK,412,,P,33.71093,-84.51534,,
LARCENY,201670665,6/15/2020,2193 PEACHTREE RD NE,211,,E,33.81411,-84.39144,,
LARCENY,201670678,6/15/2020,298 MCDONOUGH BLVD SE,305,Chosewood Park,Y,33.71696,-84.3784,,
BURGLARY,201670680,6/15/2020,786 CLEVELAND AVE SW,311,South River Gardens,Z,33.67901,-84.36485,,
LARCENY,201670683,6/15/2020,136 TERRACE DR NE,211,Peachtree Hills,B,33.82267,-84.38443,,
AUTO THEFT,201670688,6/15/2020,630 WOODWARD AVE SE,606,Grant Park,W,33.74561,-84.36683,,
LARCENY,201670693,6/15/2020,331 ELIZABETH ST NE,602,Inman Park,N,33.76338,-84.3584,,
BURGLARY,201670707,6/15/2020,515 FULTON ST SW,303,Mechanicsville,V,33.741,-84.40447,,
BURGLARY,201670726,6/15/2020,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487,,
LARCENY,201670773,6/15/2020,730  OLD FLAT SHOALS RD SE,606,Reynoldstown,N,33.74411,-84.36231,,
BURGLARY,201670787,6/15/2020,21 LARKIN PL SW,507,Castleberry Hill,M,33.74749,-84.40428,,
LARCENY,201670846,6/15/2020,360 MARIETTA ST NW @MBS LOT G,507,Downtown,M,33.76269,-84.39702,,
LARCENY,201670850,6/15/2020,303 PARKWAY DR NE @ATLANTA MEDICAL CEN,604,Old Fourth Ward,M,33.76272,-84.37406,,
LARCENY,201670912,6/15/2020,659 AUBURN AVE.,604,Old Fourth Ward,M,33.75573,-84.36703,,
LARCENY,201670924,6/15/2020,1226 PONCE DE LEON AVE NE,608,Druid Hills,N,33.77473,-84.34741,,
LARCENY,201670926,6/15/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
AUTO THEFT,201670960,6/15/2020,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,,
BURGLARY,201670985,6/15/2020,1046 DILL AVE SW,301,Capitol View,X,33.71811,-84.42235,,
AUTO THEFT,201671013,6/15/2020,1799 LAKEWOOD TER,307,Lakewood Heights,Y,33.70665,-84.37927,,
LARCENY,201671021,6/15/2020,1274 HARTFORD AVE SW,301,Capitol View,X,33.72011,-84.41661,,
LARCENY,201671023,6/15/2020,21 FERRY LANDING LN NW,206,South Tuxedo Park,B,33.84467,-84.38269,,
LARCENY,201671026,6/15/2020,2668 MEMORIAL DR SE,611,East Lake,O,33.74736,-84.29967,,
AGG ASSAULT,201671054,6/15/2020,3041 LANDRUM DR SW,409,Southwest,R,33.70649,-84.48782,,
LARCENY,201671078,6/15/2020,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,,
AGG ASSAULT,201671085,6/15/2020,991 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76376,-84.42004,,
AUTO THEFT,201671092,6/15/2020,445 CLEVELAND AVE SE,312,Rosedale Heights,Z,33.68149,-84.37152,,
LARCENY,201671101,6/15/2020,339 ARDLEY RD NW,111,Adamsville,H,33.76415,-84.50271,,
AGG ASSAULT,201671106,6/15/2020,1171 OAKLAND LN SW,403,Oakland City,S,33.71965,-84.42684,,
LARCENY,201671123,6/15/2020,1280 CAROLINE ST NE,609,Edgewood,O,33.75957,-84.34602,,
LARCENY,201671151,6/15/2020,330 BROWNLEE RD SW,406,,I,33.74716,-84.49741,,
LARCENY,201671185,6/15/2020,2555 BOLTON RD NW @ZONE 2 MINI PRECINCT,201,,C,33.82028,-84.45188,,
LARCENY,201671197,6/15/2020,95 MARTIN LUTHER KING JR  DR SW,512,Downtown,M,33.75161,-84.39112,,
AGG ASSAULT,201671218,6/15/2020,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82296,-84.36346,,
LARCENY,201671232,6/15/2020,691 14TH ST NW,501,Home Park,E,33.7864,-84.41102,,
LARCENY,201671239,6/15/2020,526 PONCE DE LEON AVE NE,614,Midtown,E,33.77432,-84.36959,,
LARCENY,201671292,6/15/2020,149 12TH ST NE,503,Midtown,E,33.78421,-84.38279,,
AGG ASSAULT,201671312,6/15/2020,502 HOLLY ST NW,107,Grove Park,J,33.76892,-84.43786,,
AGG ASSAULT,201671329,6/15/2020,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68077,-84.4937,,
LARCENY,201671346,6/15/2020,60 ANDREW YOUNG INTERNA BLVD NE,509,Downtown,M,33.75991,-84.38522,,
AUTO THEFT,201671355,6/15/2020,710 PEACHTREE ST NE @HOWELL HOUSE,505,Midtown,E,33.77407,-84.38526,,
LARCENY,201671360,6/15/2020,704 11TH ST NW,501,Home Park,E,33.78291,-84.41034,,
LARCENY,201671431,6/15/2020,134 PEACHTREE ST NW,508,Downtown,M,33.75719,-84.38806,,
AUTO THEFT,201678003,6/15/2020,2351 RENTAL CAR CENTER PKWY,707,,,0,0,,
BURGLARY,201651674,6/14/2020,1251 PRYOR RD, ATLANTA, GA 30315,304,Pittsburgh,V,33.72111,-84.39398
ROBBERY,201660029,6/14/2020,159 LITTLE ST SE,304,Summerhill,V,33.73294,-84.38257,,
LARCENY,201660030,6/14/2020,3434 PEACHTREE RD NE,208,North Buckhead,B,33.85028,-84.36237,,
BURGLARY,201660066,6/14/2020,730 FREDERICA ST NE,601,Virginia Highland,F,33.77463,-84.35672,,
LARCENY,201660067,6/14/2020,PINE ST NE / PIEDMONT AVE NE,603,Old Fourth Ward,M,33.76761,-84.38099,,
LARCENY,201660118,6/14/2020,3004 PIEDMONT RD NE,206,Garden Hills,B,33.83665,-84.36838,,
AGG ASSAULT,201660146,6/14/2020,765 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77528,-84.36232,,
LARCENY,201660169,6/14/2020,71 13TH ST NE,503,Midtown,E,33.78535,-84.38516,,
LARCENY,201660200,6/14/2020,28 7TH ST NE,505,Midtown,E,33.77893,-84.3864,,
AGG ASSAULT,201660224,6/14/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
AGG ASSAULT,201660238,6/14/2020,467 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.75421,-84.37254,,
LARCENY,201660279,6/14/2020,999 BRADY AVE NW,501,Home Park,E,33.7817,-84.41338,,
AUTO THEFT,201660281,6/14/2020,2143 PEACHTREE RD NE,207,,E,33.81262,-84.39195,,
BURGLARY,201660298,6/14/2020,180 UNIVERSITY AVE SW,302,Pittsburgh,V,33.72164,-84.39375,,
ROBBERY,201660306,6/14/2020,16 WILLIAM H BORDERS DR SE,604,Sweet Auburn,M,33.75395,-84.37543,,
AGG ASSAULT,201660318,6/14/2020,PRYOR RD SW/BOWEN CIR SW,307,The Villages at Carver,Y,33.716,-84.39333,,
BURGLARY,201660322,6/14/2020,1251 PRYOR RD SW,302,Pittsburgh,V,33.72111,-84.39398,,
BURGLARY,201660366,6/14/2020,1455 LYNFORD DR SW,403,Oakland City,S,33.72359,-84.43566,,
BURGLARY,201660369,6/14/2020,3035 PEACHTREE RD NE,206,Buckhead Village,B,33.83771,-84.38064,,
BURGLARY,201660397,6/14/2020,867 PEACHTREE ST NE,505,Midtown,E,33.77829,-84.38421,,
LARCENY,201660414,6/14/2020,2045 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.7774,-84.45214,,
LARCENY,201660415,6/14/2020,2891 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.69731,-84.41122,,
BURGLARY,201660447,6/14/2020,64 DANIEL ST SE,604,Old Fourth Ward,M,33.75245,-84.37038,,
LARCENY,201660468,6/14/2020,2965 PEACHTREE RD NE,206,Garden Hills,B,33.83588,-84.38133,,
AGG ASSAULT,201660496,6/14/2020,759 POLLARD BLVD SW @ COUNTRY INN & SUITES,304,Summerhill,V,33.73405,-84.39127,,
BURGLARY,201660497,6/14/2020,1352 LAKEWOOD AVE SE,305,South Atlanta,Y,33.71742,-84.38166,,
LARCENY,201660501,6/14/2020,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,,
LARCENY,201660527,6/14/2020,792 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41389,,
LARCENY,201660568,6/14/2020,3781 SOUTHSIDE INDUSTRIAL CT SE,313,Blair Villa/Poole Creek,Z,33.64941,-84.37792,,
AGG ASSAULT,201660569,6/14/2020,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48372,,
LARCENY,201660596,6/14/2020,3421 CASCADE PARC BLVD SW,409,Southwest,R,33.70547,-84.49624,,
LARCENY,201660621,6/14/2020,1136 CRESCENT AVE NE,503,Midtown,E,33.78575,-84.38451,,
LARCENY,201660672,6/14/2020,1820 MARIETTA BLVD NW,103,Hills Park,D,33.80431,-84.43779,,
LARCENY,201660674,6/14/2020,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,,
BURGLARY,201660696,6/14/2020,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81861,-84.37021,,
LARCENY,201660707,6/14/2020,1050 DECKNER AVE,306,Sylvan Hills,X,33.71371,-84.42253,,
AUTO THEFT,201660710,6/14/2020,1099 COLEMAN ST SW,302,Pittsburgh,V,33.72492,-84.40416,,
AUTO THEFT,201660713,6/14/2020,2400 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.81987,-84.36568,,
LARCENY,201660714,6/14/2020,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,603,Old Fourth Ward,M,33.77067,-84.38023,,
LARCENY,201660725,6/14/2020,887 WOOD ST NW,109,Grove Park,J,33.77933,-84.45749,,
AUTO THEFT,201660738,6/14/2020,1316 DUPONT COMMONS CIR NW,103,Hills Park,D,33.80909,-84.45071,,
LARCENY,201660825,6/14/2020,1220 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76343,-84.42764,,
LARCENY,201660858,6/14/2020,131 SPRINGDALE DR NE,211,Peachtree Hills,B,33.8216,-84.38308,,
ROBBERY,201660864,6/14/2020,1631 STANTON RD SW,408,,R,33.71076,-84.4438,,
ROBBERY,201660938,6/14/2020,1198 MOTON AVE SW,302,Pittsburgh,V,33.72242,-84.39663,,
LARCENY,201661000,6/14/2020,2399  PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82037,-84.36744,,
LARCENY,201661013,6/14/2020,1016 HOWELL MILL RD NW,501,Home Park,E,33.78183,-84.41244,,
LARCENY,201661078,6/14/2020,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468,,
AUTO THEFT,201661146,6/14/2020,2099 PEACHTREE RD NE,207,,E,33.81196,-84.39139,,
BURGLARY,201661180,6/14/2020,1327 HOSEA L WILLIAMS DR SE,609,Edgewood,O,33.75321,-84.34409,,
AUTO THEFT,201661183,6/14/2020,2020 BOLTON RD NW,103,Riverside,D,33.81125,-84.47594,,
BURGLARY,201661185,6/14/2020,1925 MONROE DR NE,212,Piedmont Heights,F,33.80856,-84.37506,,
BURGLARY,201661307,6/14/2020,194 LINKWOOD RD NW,112,Collier Heights,I,33.76044,-84.4828,,
LARCENY,201661308,6/14/2020,351 W PEACHTREE ST NE,508,Downtown,M,33.7642,-84.38741,,
AGG ASSAULT,201661322,6/14/2020,1220 MECASLIN ST NW,501,Home Park,E,33.78791,-84.39991,,
LARCENY,201661364,6/14/2020,60 ANDREW YOUNG INTERNA BLVD NE,509,Downtown,M,33.75991,-84.38522,,
BURGLARY,201661378,6/14/2020,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.70979,-84.35849,,
AGG ASSAULT,201661381,6/14/2020,112 COURTLAND ST NE,510,Downtown,M,33.75756,-84.38434,,
AUTO THEFT,201661398,6/14/2020,375 LUCKIE ST NW,504,Downtown,M,33.76494,-84.39578,,
BURGLARY,201661441,6/14/2020,108 DOGWOOD DR NW,112,Collier Heights,I,33.78156,-84.49449,,
LARCENY,201661467,6/14/2020,2893 PEACHTREE RD NE,206,Garden Hills,B,33.83392,-84.38245,,
LARCENY,201661470,6/14/2020,262 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786,,
LARCENY,201650009,6/13/2020,923 PIEDMONT AVE NE,503,Midtown,E,33.77984,-84.38056,,
LARCENY,201650091,6/13/2020,860 GLENWOOD AVE SE,605,Grant Park,W,33.74032,-84.35965,,
AGG ASSAULT,201650172,6/13/2020,421 CLEVELAND AVE SW,311,Perkerson,X,33.68172,-84.40352,,
LARCENY,201650212,6/13/2020,326 MARIETTA ST NW ,508,Downtown,M,33.76194,-84.39645,,
ROBBERY,201650250,6/13/2020,532 CLEVELAND AVE SW,311,Hammond Park,X,33.67941,-84.40569,,
LARCENY,201650269,6/13/2020,174 HUNNICUTT ST NW,504,Downtown,M,33.76653,-84.39327,,
LARCENY,201650285,6/13/2020,1016 HOWELL MILL RD NW,501,Home Park,E,33.78183,-84.41244,,
LARCENY,201650310,6/13/2020,2110 PEACHTREE RD NW @MICK'S - BENNETT ST,207,,C,33.81203,-84.39274,,
LARCENY,201650317,6/13/2020,250 E SCIPLE TER BLVD NW,102,Vine City,L,33.76148,-84.4154,,
LARCENY,201650345,6/13/2020,950 SPRING ST NW,503,Midtown,E,33.78014,-84.38747,,
LARCENY,201650391,6/13/2020,1294 DONNELLY AVE SW,402,West End,T,33.73453,-84.43003,,
ROBBERY,201650397,6/13/2020,2370 METROPOLITAN PKWY SW @SANTA FE VILLAS,309,Perkerson,X,33.69017,-84.40775,,
LARCENY,201650412,6/13/2020,664 QUEEN ST SW,402,West End,T,33.73688,-84.42518,,
LARCENY,201650448,6/13/2020,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659,,
BURGLARY,201650467,6/13/2020,520 DECATUR ST SE,604,Old Fourth Ward,M,33.75201,-84.37073,,
LARCENY,201650473,6/13/2020,701 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76115,-84.36533,,
AUTO THEFT,201650528,6/13/2020,2551 ETHERIDGE DR NW,113,Carey Park,G,33.78816,-84.47154,,
ROBBERY,201650542,6/13/2020,468 PARKWAY DR NE,603,Old Fourth Ward,M,33.76708,-84.37339,,
LARCENY,201650568,6/13/2020,3342 PEACHTREE RD NE,208,North Buckhead,B,33.84746,-84.36983,,
AUTO THEFT,201650588,6/13/2020,4403 NORTHSIDE PKWY NW,201,Paces,A,33.86609,-84.45237,,
BURGLARY,201650601,6/13/2020,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487,,
BURGLARY,201650606,6/13/2020,1148 MOBILE ST NW,105,Hunter Hills,K,33.76245,-84.42498,,
AUTO THEFT,201650643,6/13/2020,2198 STAR MIST DR SW,409,Southwest,R,33.69663,-84.4906,,
BURGLARY,201650654,6/13/2020,250 PARK AVENUE WEST NW @CENTENNIAL PARK WEST,508,Downtown,M,33.76116,-84.39438,,
LARCENY,201650662,6/13/2020,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,,
LARCENY,201650665,6/13/2020,2965 PEACHTREE RD NE,206,Garden Hills,B,33.83588,-84.38133,,
LARCENY,201650699,6/13/2020,3202 MARTIN L KING JR DR NW @GORDON VALLEY APTS,405,,I,33.7523,-84.4902,,
LARCENY,201650733,6/13/2020,3221 DALE LN SW,409,Southwest,R,33.69431,-84.49411,,
LARCENY,201650769,6/13/2020,759 POLLARD BLVD,304,Summerhill,V,33.73398,-84.39099,,
LARCENY,201650887,6/13/2020,3724 MARTIN L KING JR DR SW,407,Adamsville,H,33.76456,-84.51023,,
AUTO THEFT,201650916,6/13/2020,2450 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82302,-84.3714,,
BURGLARY,201650959,6/13/2020,786 CLEVELAND AVE SW,311,Hammond Park,X,33.68069,-84.41464,,
LARCENY,201650967,6/13/2020,193 HENDRIX AVE,303,Mechanicsville,V,33.73255,-84.39433,,
AGG ASSAULT,201651068,6/13/2020,20 TERMINUS PL NE,208,North Buckhead,B,33.84591,-84.37111,,
LARCENY,201651087,6/13/2020,681 UNIVERSITY AVE,301,Adair Park,V,33.72227,-84.40975,,
AUTO THEFT,201651128,6/13/2020,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,,
HOMICIDE,201651163,6/13/2020,69 MAYSON AVE,609,Edgewood,O,33.75577,-84.33891,,
AUTO THEFT,201651200,6/13/2020,2581 PIEDMONT RD NE @LINDBERGH PLAZA,211,Lindbergh/Morosgo,B,33.82518,-84.3662,,
AGG ASSAULT,201651223,6/13/2020,2500 CENTER ST NW @ETHERIDGE COURT APT,113,Carey Park,G,33.79088,-84.4723,,
BURGLARY,201651256,6/13/2020,820 W MARIETTA ST NW,506,English Avenue,L,33.78045,-84.41554,,
